# SCM estimates of absolute mRNA and protein levels, scaled to (average) molecules per haploid cell, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YOL166W-A		NA	NA	NA	NA	0	0
YOR001W	RRP6	4.7535	2106.334	0.282	0.207	12	8
YOR002W	ALG6	5.2696	1290.688	0.259	0.263	12	4
YOR003W	YSP3	0.9401	104.713	0.296	0.416	11	1
YOR004W	UTP23	5.9535	3260.479	0.282	0.219	12	6
YOR005C	DNL4	1.0767	125.048	0.262	0.380	11	1
YOR006C	TSR3	2.9174	1666.102	0.255	0.205	10	5
YOR007C	SGT2	22.1931	14257.587	0.235	0.244	13	9
YOR008C	SLG1	5.3288	2681.807	0.232	0.213	12	4
YOR008C-A		0.3498	21.255	0.322	0.475	5	0
YOR009W	TIR4	1.6160	198.480	0.271	0.355	10	0
YOR010C	TIR2	3.7828	446.913	0.253	0.359	13	0
YOR011W	AUS1	1.0875	162.589	0.264	0.396	10	2
YOR011W-A		0.0694	2.492	0.361	0.505	1	0
YOR012W		1.1237	103.829	0.275	0.367	10	0
YOR014W	RTS1	4.8814	2423.244	0.277	0.248	11	6
YOR016C	ERP4	5.2586	3695.514	0.234	0.273	12	5
YOR017W	PET127	2.4862	750.239	0.258	0.309	11	4
YOR018W	ROD1	2.3355	777.521	0.267	0.228	11	4
YOR019W		0.6106	49.698	0.263	0.425	11	0
YOR020C	HSP10	9.6098	2056.684	0.289	0.272	11	7
YOR020W-A		0.9846	190.417	0.292	0.428	4	3
YOR021C	SFM1	7.5913	3145.634	0.266	0.305	12	6
YOR022C		1.4931	365.223	0.277	0.295	11	3
YOR023C	AHC1	2.9141	448.081	0.248	0.361	11	3
YOR025W	HST3	1.9228	286.137	0.236	0.310	11	1
YOR026W	BUB3	3.4236	931.811	0.257	0.296	12	3
YOR027W	STI1	20.4772	57678.625	0.212	0.232	12	11
YOR028C	CIN5	1.2474	134.434	0.291	0.439	11	0
YOR030W	DFG16	1.4620	141.665	0.325	0.403	11	0
YOR031W	CRS5	1.9378	239.984	0.303	0.356	12	0
YOR032C	HMS1	1.1316	127.873	0.265	0.419	10	0
YOR032W-A		0.1720	10.003	0.326	0.451	3	0
YOR033C	EXO1	2.0282	366.728	0.273	0.294	10	1
YOR034C	AKR2	2.3253	550.495	0.215	0.273	13	2
YOR034C-A		0.3183	17.573	0.354	0.449	4	0
YOR035C	SHE4	2.2941	917.022	0.270	0.316	12	5
YOR036W	PEP12	3.2334	508.028	0.251	0.370	12	2
YOR037W	CYC2	2.4429	897.943	0.290	0.269	12	4
YOR038C	HIR2	2.2667	659.322	0.269	0.309	11	4
YOR039W	CKB2	7.9781	4985.643	0.271	0.268	13	6
YOR040W	GLO4	1.1722	152.030	0.228	0.397	11	2
YOR042W	CUE5	6.3418	3319.121	0.217	0.261	13	8
YOR043W	WHI2	4.8447	1583.691	0.220	0.254	12	5
YOR044W	IRC23	3.0368	1106.030	0.249	0.227	12	2
YOR045W	TOM6	12.7508	2852.426	0.256	0.323	12	3
YOR046C	DBP5	13.6048	12410.591	0.228	0.200	13	9
YOR047C	STD1	3.8371	422.290	0.257	0.307	13	1
YOR048C	RAT1	4.2391	1794.002	0.271	0.232	11	5
YOR049C	RSB1	1.3949	126.091	0.311	0.417	11	0
YOR051C	ETT1	8.5700	6307.048	0.253	0.252	13	7
YOR052C	TMC1	7.3337	2844.085	0.257	0.314	13	3
YOR054C	VHS3	2.0368	394.807	0.273	0.375	11	4
YOR056C	NOB1	5.7011	5273.746	0.267	0.262	11	5
YOR057W	SGT1	3.4844	1075.574	0.261	0.304	12	4
YOR058C	ASE1	2.2045	597.555	0.272	0.321	12	3
YOR059C	LPL1	2.8754	716.061	0.274	0.301	12	2
YOR060C	SLD7	1.7049	414.501	0.297	0.312	11	2
YOR061W	CKA2	7.1825	5949.811	0.239	0.229	13	8
YOR062C		2.7769	637.586	0.279	0.299	13	1
YOR063W	RPL3	80.3614	54051.145	0.255	0.240	13	9
YOR064C	YNG1	2.3660	505.067	0.251	0.300	12	1
YOR065W	CYT1	7.4177	5960.240	0.249	0.229	13	6
YOR066W	MSA1	2.5383	312.041	0.307	0.381	12	0
YOR067C	ALG8	4.8390	987.192	0.247	0.330	13	2
YOR068C	VAM10	0.5752	51.955	0.295	0.425	8	0
YOR069W	VPS5	2.7974	1664.508	0.251	0.229	12	7
YOR070C	GYP1	2.0382	313.580	0.273	0.293	11	3
YOR071C	NRT1	1.3962	137.643	0.275	0.384	11	0
YOR072W-B		0.1035	3.913	0.394	0.480	3	0
YOR073W	SGO1	2.3538	297.270	0.293	0.421	12	1
YOR074C	CDC21	3.0395	638.810	0.279	0.362	12	3
YOR075W	UFE1	3.0549	845.906	0.227	0.256	11	4
YOR076C	SKI7	2.0178	385.614	0.258	0.284	12	3
YOR077W	RTS2	1.1481	383.946	0.267	0.338	10	1
YOR078W	BUD21	4.9990	1615.695	0.290	0.292	13	4
YOR079C	ATX2	2.2893	253.041	0.267	0.416	12	0
YOR080W	DIA2	1.8566	249.337	0.271	0.404	11	1
YOR081C	TGL5	2.3765	442.163	0.246	0.292	11	3
YOR083W	WHI5	1.6236	603.010	0.248	0.211	8	2
YOR084W	LPX1	2.6129	622.464	0.258	0.263	12	1
YOR085W	OST3	7.9220	2889.823	0.245	0.310	13	5
YOR086C	TCB1	7.8545	6558.836	0.234	0.208	13	8
YOR087W	YVC1	2.5342	1590.705	0.241	0.217	11	5
YOR089C	VPS21	9.8698	9682.565	0.261	0.215	13	8
YOR090C	PTC5	3.3061	1848.553	0.276	0.292	10	6
YOR091W	TMA46	7.1860	2903.787	0.261	0.287	13	5
YOR092W	ECM3	2.3976	341.218	0.251	0.364	12	2
YOR093C		1.3373	131.655	0.306	0.368	11	5
YOR094W	ARF3	3.2438	2129.617	0.247	0.256	10	4
YOR095C	RKI1	7.6449	5286.906	0.276	0.219	12	7
YOR096W	RPS7A	54.9040	52189.630	0.272	0.307	13	8
YOR097C		2.9974	801.985	0.302	0.295	12	3
YOR098C	NUP1	3.6173	1710.543	0.259	0.201	11	8
YOR099W	KTR1	10.6168	4682.030	0.265	0.227	13	7
YOR100C	CRC1	0.7922	115.576	0.320	0.408	9	3
YOR101W	RAS1	3.9154	1892.654	0.282	0.227	11	5
YOR103C	OST2	6.5487	1489.955	0.255	0.315	11	3
YOR104W	PIN2	3.2357	1381.593	0.257	0.211	11	4
YOR106W	VAM3	3.0009	634.218	0.259	0.276	12	4
YOR107W	RGS2	0.9453	76.276	0.283	0.414	11	0
YOR108W	LEU9	8.9067	10047.824	0.237	0.227	11	7
YOR109W	INP53	4.8514	2890.003	0.276	0.237	12	9
YOR110W	TFC7	2.7876	1002.980	0.288	0.312	11	3
YOR111W		2.0981	792.819	0.262	0.276	11	3
YOR112W	CEX1	3.0369	1789.642	0.254	0.236	11	6
YOR113W	AZF1	1.3764	318.851	0.272	0.296	9	3
YOR114W		0.8707	86.161	0.326	0.451	11	0
YOR115C	TRS33	3.0450	746.331	0.242	0.334	10	4
YOR116C	RPO31	4.9168	4120.223	0.264	0.244	11	8
YOR117W	RPT5	7.4763	2766.874	0.265	0.334	11	6
YOR118W	RTC5	3.4026	1500.282	0.255	0.225	11	4
YOR119C	RIO1	2.3469	465.138	0.258	0.374	10	4
YOR120W	GCY1	2.3822	732.131	0.238	0.332	12	5
YOR122C	PFY1	31.7464	27124.479	0.243	0.275	12	6
YOR123C	LEO1	5.7857	2635.000	0.253	0.207	13	7
YOR124C	UBP2	4.4229	1603.287	0.207	0.226	12	7
YOR125C	CAT5	3.2524	591.232	0.286	0.336	12	2
YOR126C	IAH1	2.6017	725.122	0.236	0.409	11	4
YOR127W	RGA1	2.3256	500.875	0.252	0.269	11	3
YOR128C	ADE2	9.9760	8324.281	0.248	0.237	12	6
YOR129C	AFI1	1.5368	313.692	0.294	0.291	12	1
YOR130C	ORT1	2.9941	1459.775	0.263	0.236	11	5
YOR131C		4.1892	1468.709	0.248	0.215	12	7
YOR132W	VPS17	4.2270	2304.303	0.259	0.252	12	5
YOR133W	EFT1	30.1406	60882.344	0.266	0.253	10	6
YOR134W	BAG7	0.8667	80.269	0.347	0.476	8	0
YOR136W	IDH2	23.0422	22618.824	0.243	0.241	13	9
YOR137C	SIA1	1.0342	92.478	0.280	0.378	11	0
YOR138C	RUP1	3.7008	2395.650	0.248	0.252	11	5
YOR140W	SFL1	2.3204	749.358	0.265	0.218	10	4
YOR141C	ARP8	2.9693	824.196	0.283	0.311	12	4
YOR142W	LSC1	9.2683	5438.310	0.223	0.228	12	8
YOR142W-A		NA	NA	NA	NA	0	0
YOR142W-B		0.1516	8.663	0.410	0.561	1	1
YOR143C	THI80	2.8045	1039.707	0.287	0.308	12	4
YOR144C	ELG1	1.6298	258.432	0.278	0.388	10	2
YOR145C	PNO1	7.6343	1873.502	0.275	0.386	12	4
YOR147W	MDM32	3.0337	1178.584	0.259	0.321	11	2
YOR148C	SPP2	2.9623	705.725	0.279	0.293	12	3
YOR149C	SMP3	2.3837	372.344	0.274	0.377	12	1
YOR150W	MRPL23	5.3750	3100.880	0.234	0.224	12	4
YOR151C	RPB2	12.3727	15362.303	0.243	0.212	12	7
YOR152C		1.5035	464.448	0.293	0.356	10	2
YOR153W	PDR5	27.3858	40056.857	0.261	0.221	13	8
YOR154W	SLP1	2.3323	674.829	0.272	0.298	11	2
YOR155C	ISN1	2.5099	914.231	0.267	0.330	11	6
YOR156C	NFI1	1.4898	513.016	0.257	0.346	10	3
YOR157C	PUP1	11.3314	16388.691	0.210	0.216	12	8
YOR158W	PET123	5.0410	2859.846	0.255	0.235	12	5
YOR159C	SME1	6.3674	1049.710	0.247	0.269	13	3
YOR160W	MTR10	3.3658	2051.146	0.236	0.235	12	4
YOR161C	PNS1	2.6857	887.338	0.255	0.272	12	4
YOR161C-C		0.1084	3.855	0.349	0.419	2	0
YOR162C	YRR1	1.7358	186.694	0.281	0.394	12	0
YOR163W	DDP1	6.4959	3515.435	0.229	0.230	10	6
YOR164C	GET4	6.5499	2751.063	0.230	0.243	11	7
YOR165W	SEY1	6.0862	3572.769	0.235	0.240	13	7
YOR166C	SWT1	2.5704	439.818	0.286	0.362	11	2
YOR167C	RPS28A	50.3272	73958.895	0.263	0.238	11	5
YOR168W	GLN4	16.9295	24899.506	0.259	0.209	12	9
YOR171C	LCB4	3.8091	1808.634	0.235	0.223	11	5
YOR172W	YRM1	1.2586	130.343	0.282	0.322	11	1
YOR173W	DCS2	2.1042	968.296	0.231	0.260	11	5
YOR174W	MED4	3.1512	910.801	0.230	0.263	12	3
YOR175C	ALE1	6.1163	2472.784	0.269	0.241	13	6
YOR176W	HEM15	9.7739	7983.010	0.267	0.225	12	8
YOR177C	MPC54	0.6580	73.117	0.258	0.421	10	1
YOR178C	GAC1	0.7541	68.272	0.276	0.423	11	0
YOR179C	SYC1	2.6046	1137.883	0.247	0.249	11	3
YOR180C	DCI1	0.7850	69.433	0.293	0.387	7	0
YOR181W	LAS17	4.3879	2764.673	0.246	0.224	13	6
YOR182C	RPS30B	52.6724	52003.338	0.255	0.241	11	4
YOR183W	FYV12	0.4762	58.325	0.324	0.409	7	1
YOR184W	SER1	16.1068	20813.157	0.235	0.205	12	11
YOR185C	GSP2	4.2215	1614.173	0.263	0.232	12	5
YOR186W		0.5096	42.087	0.369	0.471	7	0
YOR187W	TUF1	14.0199	15396.272	0.248	0.207	11	9
YOR188W	MSB1	2.9727	627.061	0.273	0.232	11	5
YOR189W	IES4	3.5203	1491.024	0.263	0.262	12	5
YOR190W	SPR1	0.6642	53.687	0.304	0.422	8	0
YOR191W	ULS1	1.9870	379.448	0.273	0.328	12	4
YOR192C	THI72	0.5460	46.234	0.306	0.461	9	0
YOR192C-A		NA	NA	NA	NA	0	0
YOR192C-B		0.0553	1.680	0.454	0.548	1	0
YOR192C-C		0.4445	32.255	0.312	0.491	3	0
YOR193W	PEX27	1.5568	256.543	0.294	0.318	11	1
YOR194C	TOA1	4.9374	1105.397	0.256	0.323	11	3
YOR195W	SLK19	1.8909	448.253	0.275	0.310	11	5
YOR196C	LIP5	5.0630	2434.761	0.277	0.232	13	6
YOR197W	MCA1	9.4404	3812.903	0.270	0.241	13	7
YOR198C	BFR1	21.0029	33369.737	0.227	0.233	13	8
YOR201C	MRM1	3.4426	1250.465	0.259	0.293	11	3
YOR202W	HIS3	4.4711	1166.905	0.275	0.290	10	2
YOR204W	DED1	9.1314	3187.123	0.256	0.318	12	5
YOR205C	GEP3	2.5359	544.523	0.266	0.310	12	3
YOR206W	NOC2	10.2601	9270.782	0.226	0.248	12	7
YOR207C	RET1	5.3024	3068.808	0.265	0.241	13	6
YOR208W	PTP2	2.3537	263.444	0.271	0.320	11	1
YOR209C	NPT1	12.6024	13728.656	0.278	0.249	12	8
YOR210W	RPB10	10.9792	9925.235	0.238	0.232	11	7
YOR211C	MGM1	1.7134	375.077	0.288	0.333	9	3
YOR212W	STE4	9.2493	3195.392	0.233	0.230	13	6
YOR213C	SAS5	3.2397	802.439	0.282	0.301	11	2
YOR214C	SPR2	0.4661	181.123	0.277	0.253	7	1
YOR215C	AIM41	6.9586	3554.069	0.237	0.260	13	7
YOR216C	RUD3	4.0177	3693.312	0.251	0.262	11	6
YOR217W	RFC1	4.2289	2085.482	0.235	0.212	11	6
YOR219C	STE13	2.4380	443.689	0.275	0.361	12	2
YOR220W	RCN2	4.7012	1352.893	0.224	0.200	13	7
YOR221C	MCT1	2.9181	748.354	0.267	0.298	10	3
YOR222W	ODC2	4.1278	1124.931	0.278	0.353	12	3
YOR223W	DSC3	1.7049	291.428	0.254	0.368	11	2
YOR224C	RPB8	16.0352	7569.041	0.273	0.235	13	6
YOR226C	ISU2	6.6158	4698.444	0.223	0.229	11	5
YOR227W	HER1	2.1547	430.895	0.270	0.289	10	3
YOR228C	MCP1	1.4246	148.046	0.237	0.382	12	0
YOR229W	WTM2	3.6541	1523.828	0.268	0.242	12	7
YOR230W	WTM1	25.5840	19831.778	0.256	0.226	13	10
YOR231W	MKK1	2.6439	623.845	0.243	0.305	12	3
YOR232W	MGE1	12.0173	5119.170	0.275	0.279	13	6
YOR233W	KIN4	2.4925	679.981	0.268	0.256	11	5
YOR234C	RPL33B	49.5228	64985.018	0.289	0.211	12	9
YOR236W	DFR1	3.8450	1334.298	0.245	0.219	12	5
YOR237W	HES1	0.8912	319.703	0.285	0.286	8	3
YOR238W		2.6788	725.061	0.287	0.306	13	4
YOR239W	ABP140	7.9282	9153.457	0.253	0.237	13	7
YOR241W	MET7	6.5554	5026.594	0.236	0.218	13	5
YOR242C	SSP2	1.4556	462.071	0.307	0.290	11	1
YOR243C	PUS7	6.1688	2625.929	0.223	0.222	12	8
YOR244W	ESA1	3.5912	1015.395	0.232	0.241	11	4
YOR245C	DGA1	2.6398	539.657	0.236	0.309	12	3
YOR246C	ENV9	7.1262	1399.968	0.272	0.311	13	3
YOR247W	SRL1	19.5873	4709.737	0.264	0.257	11	1
YOR249C	APC5	1.3368	227.709	0.306	0.295	11	2
YOR250C	CLP1	2.1500	462.841	0.293	0.347	12	3
YOR251C	TUM1	4.9748	2489.087	0.281	0.312	13	5
YOR252W	TMA16	3.5195	2627.342	0.232	0.222	11	5
YOR253W	NAT5	8.2153	2788.655	0.240	0.240	13	6
YOR254C	SEC63	12.5773	12366.980	0.279	0.220	12	6
YOR255W	OSW1	0.1007	4.395	0.336	0.492	7	0
YOR256C	TRE2	2.3082	443.503	0.226	0.271	11	3
YOR257W	CDC31	3.5752	807.296	0.269	0.322	12	2
YOR258W	HNT3	1.0416	165.479	0.290	0.296	8	1
YOR259C	RPT4	11.3855	10788.397	0.256	0.263	11	7
YOR260W	GCD1	10.2160	8121.190	0.286	0.253	13	7
YOR261C	RPN8	12.9515	14417.657	0.261	0.218	13	8
YOR262W	GPN2	4.2503	2874.206	0.246	0.229	12	5
YOR264W	DSE3	2.7997	596.415	0.234	0.270	11	3
YOR265W	RBL2	6.0289	3560.584	0.260	0.222	12	5
YOR266W	PNT1	2.4072	580.797	0.246	0.299	10	3
YOR267C	HRK1	3.2337	631.053	0.279	0.282	10	5
YOR268C		0.5548	42.828	0.271	0.422	8	0
YOR269W	PAC1	1.4562	175.794	0.272	0.415	11	1
YOR270C	VPH1	23.2075	34568.787	0.214	0.219	13	9
YOR271C	FSF1	10.0342	3422.431	0.275	0.237	13	7
YOR272W	YTM1	8.2734	4865.209	0.255	0.228	13	7
YOR273C	TPO4	5.2119	4328.727	0.262	0.231	13	4
YOR274W	MOD5	2.6953	1027.676	0.276	0.238	11	4
YOR275C	RIM20	2.4120	1017.076	0.240	0.297	11	3
YOR276W	CAF20	18.3823	19436.158	0.274	0.236	11	6
YOR278W	HEM4	3.1948	862.648	0.274	0.314	11	4
YOR279C	RFM1	1.7350	360.805	0.281	0.337	10	2
YOR280C	FSH3	3.3990	788.915	0.251	0.333	13	5
YOR281C	PLP2	5.7525	4011.120	0.271	0.234	11	5
YOR283W		6.7517	7847.536	0.245	0.233	13	5
YOR284W	HUA2	1.7145	425.128	0.272	0.288	11	3
YOR285W	RDL1	20.8362	15426.874	0.261	0.236	13	7
YOR286W	RDL2	8.2189	5539.839	0.261	0.203	12	6
YOR287C	RRP36	2.1302	495.846	0.279	0.325	11	3
YOR288C	MPD1	3.1102	859.233	0.275	0.335	13	4
YOR289W		2.2861	741.451	0.261	0.316	13	3
YOR290C	SNF2	3.0945	786.209	0.291	0.227	12	7
YOR291W	YPK9	2.9203	932.956	0.210	0.271	11	5
YOR292C		1.6353	149.529	0.283	0.447	11	0
YOR293C-A		0.2753	17.738	0.352	0.485	4	0
YOR293W	RPS10A	47.7101	25882.386	0.249	0.246	13	6
YOR294W	RRS1	3.8410	1232.916	0.294	0.368	10	5
YOR295W	UAF30	1.5403	393.393	0.300	0.336	11	2
YOR296W		1.5358	255.773	0.262	0.305	11	2
YOR297C	TIM18	2.8065	968.486	0.263	0.261	12	2
YOR298C-A	MBF1	16.3850	41672.632	0.244	0.248	9	8
YOR298W	MUM3	0.9357	73.054	0.332	0.396	8	0
YOR299W	BUD7	3.5740	1045.793	0.262	0.276	11	5
YOR301W	RAX1	1.6614	269.343	0.281	0.360	10	2
YOR302W		2.7211	1226.507	0.262	0.258	8	1
YOR303W	CPA1	8.1243	3758.198	0.242	0.228	13	7
YOR304C-A	BIL1	2.9195	1267.562	0.273	0.202	9	2
YOR304W	ISW2	3.3851	1088.884	0.273	0.226	11	5
YOR305W	RRG7	4.3745	922.921	0.273	0.277	12	2
YOR306C	MCH5	4.0354	520.870	0.256	0.359	12	0
YOR307C	SLY41	3.8605	1236.725	0.256	0.208	13	3
YOR308C	SNU66	1.7061	286.905	0.265	0.359	11	3
YOR310C	NOP58	18.6423	27548.604	0.233	0.238	10	8
YOR311C	DGK1	5.8984	1556.940	0.240	0.229	13	5
YOR312C	RPL20B	69.8656	53235.888	0.257	0.258	13	4
YOR313C	SPS4	1.0409	93.680	0.288	0.447	10	0
YOR315W	SFG1	3.4651	457.951	0.275	0.341	11	0
YOR316C	COT1	4.7545	2215.109	0.256	0.229	12	6
YOR316C-A		0.1414	6.717	0.326	0.491	3	0
YOR317W	FAA1	8.8072	11820.324	0.230	0.243	11	8
YOR319W	HSH49	2.6052	983.707	0.240	0.220	11	4
YOR320C	GNT1	4.6648	795.162	0.235	0.296	13	3
YOR321W	PMT3	3.0475	1186.738	0.250	0.284	13	5
YOR322C	LDB19	3.2139	1011.009	0.256	0.256	11	4
YOR323C	PRO2	12.4651	11255.622	0.237	0.225	13	11
YOR324C	FRT1	1.9448	297.449	0.250	0.291	12	4
YOR326W	MYO2	7.9921	5721.152	0.263	0.241	13	8
YOR327C	SNC2	8.0920	2879.098	0.275	0.206	12	7
YOR328W	PDR10	1.3197	182.824	0.317	0.392	11	2
YOR329C	SCD5	3.7550	795.787	0.264	0.279	12	5
YOR330C	MIP1	1.4070	276.804	0.252	0.286	8	3
YOR332W	VMA4	29.5398	41106.584	0.253	0.224	13	9
YOR334W	MRS2	1.3780	288.728	0.283	0.294	11	1
YOR335C	ALA1	16.7012	39466.574	0.272	0.236	13	9
YOR336W	KRE5	2.1825	668.362	0.270	0.322	12	5
YOR337W	TEA1	2.1696	503.007	0.274	0.309	11	3
YOR338W		1.7873	222.371	0.287	0.341	11	0
YOR339C	UBC11	0.8104	97.752	0.329	0.431	7	1
YOR340C	RPA43	8.3749	5991.405	0.222	0.235	12	7
YOR341W	RPA190	6.8962	8544.539	0.233	0.227	10	8
YOR342C		5.1393	1410.196	0.217	0.238	11	2
YOR343W-A		NA	NA	NA	NA	0	0
YOR343W-B		0.1419	6.153	0.386	0.423	1	0
YOR344C	TYE7	7.2622	1054.953	0.286	0.309	12	1
YOR346W	REV1	4.2311	6177.739	0.240	0.256	9	3
YOR347C	PYK2	3.2832	1467.504	0.262	0.253	13	7
YOR348C	PUT4	0.5304	72.319	0.315	0.378	9	2
YOR349W	CIN1	1.3678	288.273	0.263	0.288	11	2
YOR350C	MNE1	1.5943	426.852	0.262	0.294	11	3
YOR351C	MEK1	0.2765	17.236	0.314	0.478	8	0
YOR352W	TFB6	3.1653	1123.458	0.243	0.275	11	3
YOR353C	SOG2	2.3402	650.215	0.287	0.293	12	4
YOR354C	MSC6	4.8893	3185.687	0.266	0.221	13	7
YOR355W	GDS1	7.1286	1809.697	0.237	0.270	13	3
YOR356W	CIR2	4.3822	2707.031	0.266	0.209	12	7
YOR357C	SNX3	3.1968	841.236	0.290	0.327	11	4
YOR358W	HAP5	1.4982	294.039	0.246	0.302	10	2
YOR359W	VTS1	5.5087	2898.083	0.257	0.251	12	4
YOR360C	PDE2	5.6132	2664.457	0.255	0.217	12	4
YOR361C	PRT1	17.7578	37867.095	0.234	0.241	13	9
YOR362C	PRE10	16.9780	17102.842	0.249	0.228	13	8
YOR363C	PIP2	1.6390	180.122	0.254	0.425	13	0
YOR365C		0.2949	19.365	0.320	0.438	8	0
YOR367W	SCP1	3.4606	1121.744	0.276	0.265	12	5
YOR368W	RAD17	1.4625	207.425	0.269	0.312	11	3
YOR369C	RPS12	68.6004	36971.898	0.278	0.422	13	7
YOR370C	MRS6	7.2786	5797.280	0.246	0.248	12	5
YOR371C	GPB1	2.2115	668.567	0.266	0.336	12	3
YOR372C	NDD1	2.6703	837.630	0.262	0.213	10	3
YOR373W	NUD1	1.5644	440.390	0.312	0.296	8	4
YOR374W	ALD4	5.8202	8147.235	0.268	0.226	11	8
YOR375C	GDH1	27.5405	77199.717	0.266	0.216	13	9
YOR376W-A		0.2609	14.709	0.378	0.457	4	0
YOR377W	ATF1	3.1812	887.354	0.231	0.207	12	5
YOR378W	AMF1	0.6649	81.632	0.307	0.385	8	1
YOR380W	RDR1	1.1329	127.322	0.242	0.396	11	1
YOR381W	FRE3	0.9621	79.143	0.334	0.397	10	0
YOR381W-A		0.1262	4.676	0.346	0.442	3	0
YOR382W	FIT2	3.9610	470.594	0.280	0.338	11	0
YOR383C	FIT3	7.7776	914.852	0.262	0.346	12	0
YOR384W	FRE5	1.0706	106.732	0.288	0.422	10	1
YOR385W		2.5834	453.558	0.263	0.301	13	2
YOR386W	PHR1	1.1435	317.454	0.269	0.291	11	3
YOR387C		0.4775	36.161	0.308	0.441	7	0
YOR388C	FDH1	0.3086	22.578	0.278	0.432	6	0
YOR389W		0.6905	86.925	0.306	0.433	10	1
YOR390W	FEX1	1.9457	285.548	0.249	0.324	12	1
YOR391C	HSP33	0.2502	16.146	0.355	0.448	5	0
YOR393W	ERR1	0.3737	23.421	0.317	0.493	6	0
YOR394C-A		0.1148	4.581	0.345	0.520	2	0
YOR394W	PAU21	0.3405	24.899	0.257	0.408	7	0
YOR396W	YRF1-8	0.0434	1.089	0.416	0.469	1	0
YPL001W	HAT1	2.2792	484.344	0.247	0.354	11	2
YPL002C	SNF8	2.8681	593.814	0.247	0.282	12	3
YPL003W	ULA1	1.2971	202.021	0.292	0.351	12	2
YPL004C	LSP1	21.2717	24404.657	0.234	0.319	13	7
YPL005W	AEP3	1.5594	460.727	0.227	0.288	12	1
YPL006W	NCR1	1.8354	405.900	0.274	0.288	8	3
YPL007C	TFC8	2.4216	697.631	0.292	0.275	11	2
YPL008W	CHL1	1.9250	202.351	0.281	0.309	12	2
YPL009C	RQC2	5.3883	5325.084	0.225	0.221	12	8
YPL010W	RET3	10.1284	2951.779	0.275	0.330	13	5
YPL011C	TAF3	3.7479	1202.283	0.220	0.237	12	4
YPL012W	RRP12	7.4057	7837.036	0.255	0.244	13	7
YPL013C	MRPS16	7.3517	1547.488	0.239	0.309	13	3
YPL014W		3.0086	663.517	0.231	0.271	13	1
YPL015C	HST2	4.3950	2422.685	0.240	0.216	12	5
YPL016W	SWI1	2.1654	536.250	0.277	0.234	10	4
YPL017C	IRC15	1.5256	581.360	0.263	0.280	9	2
YPL018W	CTF19	1.5482	430.194	0.237	0.265	11	3
YPL019C	VTC3	10.5829	3874.194	0.289	0.317	12	6
YPL020C	ULP1	2.1061	440.814	0.232	0.315	10	3
YPL021W	ECM23	0.1544	9.315	0.293	0.421	4	1
YPL022W	RAD1	2.3788	645.823	0.235	0.285	11	5
YPL023C	MET12	3.6829	745.923	0.270	0.327	12	2
YPL024W	RMI1	2.5100	600.442	0.273	0.271	11	1
YPL026C	SKS1	3.7436	1071.320	0.274	0.262	12	4
YPL027W	SMA1	0.3252	22.853	0.293	0.408	9	0
YPL028W	ERG10	18.0459	32642.787	0.234	0.230	12	10
YPL029W	SUV3	1.3935	406.116	0.244	0.318	10	2
YPL030W	TRM44	4.7570	3231.364	0.272	0.231	12	7
YPL031C	PHO85	5.6362	3220.429	0.262	0.223	12	4
YPL032C	SVL3	8.2281	5512.215	0.239	0.244	13	7
YPL033C	SRL4	0.3340	21.656	0.281	0.442	9	0
YPL034W		2.1000	265.657	0.303	0.392	11	0
YPL036W	PMA2	2.2554	440.283	0.314	0.366	12	4
YPL037C	EGD1	47.9734	65200.276	0.261	0.245	12	9
YPL038W	MET31	2.5222	507.117	0.263	0.272	10	2
YPL038W-A		0.2542	15.157	0.395	0.454	3	0
YPL039W		1.6169	180.984	0.290	0.447	9	0
YPL040C	ISM1	1.6137	455.175	0.270	0.300	12	3
YPL041C		1.2291	108.364	0.299	0.390	11	0
YPL042C	SSN3	2.3894	381.797	0.249	0.396	12	3
YPL043W	NOP4	7.7394	5330.208	0.217	0.204	12	7
YPL045W	VPS16	2.0109	754.117	0.239	0.233	12	5
YPL046C	ELC1	1.8742	446.829	0.263	0.296	10	3
YPL047W	SGF11	3.7374	977.145	0.279	0.265	12	3
YPL048W	CAM1	15.1163	24220.477	0.264	0.216	13	9
YPL049C	DIG1	4.5536	1564.565	0.258	0.256	11	6
YPL050C	MNN9	7.8916	3441.379	0.240	0.234	13	6
YPL051W	ARL3	2.6874	861.031	0.238	0.295	11	4
