# scer_aggregation_psup_long.txt 
# Generated:  Tue Feb 19 18:22:52 2019 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
# 
orf	gene	experiment	n.detections	n.peptides	intensity.t	intensity.s	intensity.p	psup	psup.lo	psup.hi
YGL087C	MMS2	30C.rep1	4	4	18560820	43871300	915370	0.9519	0.8925	0.9792
YGL087C	MMS2	30C.rep2	5	3	69353099.9999999	43122880	12223690	0.8737	0.745	0.9399
YGL087C	MMS2	30C.rep3	4	2	2352730	2337290	672990	0.7667	0.4485	0.9388
YGL087C	MMS2	37C.8min	5	3	11094700	7385560	3615326	0.8499	0.604	0.9572
YGL087C	MMS2	46C.2min	4	1	23694300	29237800	3197080	0.8326	0.5998	0.9424
YGL087C	MMS2	46C.4min	5	4	56475999.9999999	39297300	26126200	0.5742	0.3927	0.7504
YGL091C	NBP35	46C.4min	1	1	6719700	2632000	218530	0.9233	0.683	0.9855
YGL092W	NUP145	30C.rep1	12	11	43113830	45097990	27766174	0.3706	0.2688	0.4859
YGL092W	NUP145	30C.rep3	1	2	1471100	699330	173280	0.6016	0.1449	0.9704
YGL092W	NUP145	42C.8min	0	1	NA	NA	NA	0.867	0.1344	1
YGL092W	NUP145	46C.2min	2	2	12567300	6603800	3142030	0.5108	0.1845	0.8401
YGL092W	NUP145	46C.4min	11	9	136699590	104149530	57878900	0.394	0.2855	0.5199
YGL092W	NUP145	46C.8min	5	3	3230843	7767726	3381570	0.5391	0.3916	0.6765
YGL093W	SPC105	46C.8min	1	1	4180000	15543000	2070800	0.8398	0.572	0.9496
YGL094C	PAN2	30C.rep1	6	4	22607040	40341600	40263420	0.7117	0.5581	0.8294
YGL094C	PAN2	37C.8min	1	2	74456000	14255000	3492700	0.8457	0.3374	0.9902
YGL094C	PAN2	46C.4min	3	2	15132560	11981210	4562990	0.7179	0.4987	0.8686
YGL094C	PAN2	46C.8min	1	1	586020	1722100	519510	0.7172	0.3939	0.9074
YGL095C	VPS45	30C.rep1	1	1	7367899.99999999	5132200	6769499.99999999	0.3543	0.1153	0.7027
YGL095C	VPS45	37C.8min	1	1	7143900	652900	2260300	0.1148	0.0132	0.6613
YGL095C	VPS45	42C.8min	1	1	3121700	3491700	1087000	0.71	0.2055	0.9679
YGL095C	VPS45	46C.2min	1	1	7700400	2561000	2367300	0.3336	0.0612	0.8265
YGL095C	VPS45	46C.4min	1	1	12454000	5067700	14789000	0.2314	0.0647	0.603
YGL097W	SRM1	30C.rep1	11	9	83795960	159085960	12488848	0.8888	0.8225	0.9317
YGL097W	SRM1	30C.rep2	3	3	61393100	46837700	6262140	0.9028	0.7567	0.9633
YGL097W	SRM1	30C.rep3	7	5	12904350	8738657	672505	0.8208	0.5856	0.9454
YGL097W	SRM1	37C.8min	4	2	23339650	10412270	966192	0.8094	0.4456	0.9677
YGL097W	SRM1	42C.8min	6	4	28243770	16108025	1639600.5	0.912	0.7283	0.9736
YGL097W	SRM1	46C.2min	6	4	219628000	185009300	16057800	0.9112	0.7788	0.9677
YGL097W	SRM1	46C.4min	14	10	148838080	154633440	29825033.1	0.8887	0.8338	0.9269
YGL097W	SRM1	46C.8min	2	2	762540	1651530	292720	0.8324	0.6396	0.9294
YGL099W	LSG1	30C.rep1	11	10	55829420	80473440	13524190	0.7796	0.6748	0.858
YGL099W	LSG1	30C.rep2	2	2	32880700	26971500	7310500	0.7909	0.5349	0.924
YGL099W	LSG1	30C.rep3	8	4	9092179.00000001	16649660	3719069	0.9306	0.8103	0.9779
YGL099W	LSG1	37C.8min	3	2	12176200	7909000	1281120	0.9005	0.5868	0.9855
YGL099W	LSG1	42C.8min	3	2	14715600	3910910	7706300	0.2212	0.0732	0.5435
YGL099W	LSG1	46C.2min	4	4	25910300	13668600	8231400	0.4166	0.1901	0.7164
YGL099W	LSG1	46C.4min	19	14	226103790	72042339	230378780	0.1665	0.1228	0.2208
YGL099W	LSG1	46C.8min	4	5	4012048	2735524	7651760	0.2239	0.1274	0.3763
YGL100W	SEH1	30C.rep1	7	5	9511542	10624920	5593233	0.5818	0.4255	0.7285
YGL100W	SEH1	30C.rep3	2	2	2944020	1212690	283490	0.7278	0.2391	0.9733
YGL100W	SEH1	37C.8min	2	2	33333000	9079900	5839300	0.5572	0.1689	0.9167
YGL100W	SEH1	42C.8min	2	3	19192600	3744500	3336430	0.207	0.058	0.5876
YGL100W	SEH1	46C.2min	1	1	3505300	617290	493950	0.2651	0.0439	0.816
YGL100W	SEH1	46C.4min	10	8	116238221	50832241.4	58274888	0.2801	0.1888	0.4057
YGL101W	YGL101W	30C.rep1	6	4	20880160	49152700	9389953	0.8582	0.7495	0.9244
YGL101W	YGL101W	37C.8min	1	1	8794300	8869100	3589300	0.8028	0.253	0.9868
YGL101W	YGL101W	42C.8min	0	1	NA	NA	NA	0.9056	0.2736	1
YGL101W	YGL101W	46C.4min	2	3	7869600	9446500	1660720	0.8316	0.5966	0.9426
YGL101W	YGL101W	46C.8min	1	1	506220	1169000	36485	0.9607	0.8572	0.99
YGL103W	RPL28	30C.rep1	37	8	1088502840	1712859880	507586860	0.7812	0.7258	0.8303
YGL103W	RPL28	30C.rep2	18	6	2870548500	2074765096	479073168	0.8477	0.7825	0.8954
YGL103W	RPL28	30C.rep3	19	6	294371850	162829735	9633248	0.8883	0.7679	0.9532
YGL103W	RPL28	37C.8min	27	5	2292184660	945657860	145078694	0.8784	0.7836	0.9355
YGL103W	RPL28	42C.8min	18	5	733976180	477856750	47641303	0.8866	0.7911	0.9415
YGL103W	RPL28	46C.2min	27	8	4393539640	3480421070	322838175	0.8951	0.8372	0.9349
YGL103W	RPL28	46C.4min	29	8	2608224600	2359742200	445216670	0.8508	0.8049	0.8881
YGL103W	RPL28	46C.8min	25	7	222170140	537229420	118831858	0.8432	0.8	0.8763
YGL105W	ARC1	30C.rep1	50	19	856970837	1631796820	77632940	0.9035	0.8803	0.923
YGL105W	ARC1	30C.rep2	35	14	1491188320	1144717563	174029066.7	0.9118	0.8834	0.9345
YGL105W	ARC1	30C.rep3	15	11	149710750	120187260	3459051	0.9612	0.9066	0.9852
YGL105W	ARC1	37C.8min	30	16	815922440	459191430	51292384	0.9053	0.8357	0.9485
YGL105W	ARC1	42C.8min	25	16	1386699042	436808875	110329435	0.6201	0.4754	0.7448
YGL105W	ARC1	46C.2min	29	15	1856693198	1800257711	464394425.1	0.7139	0.6068	0.7998
YGL105W	ARC1	46C.4min	38	15	1454670116	1009721303	830087991	0.5484	0.4766	0.6148
YGL105W	ARC1	46C.8min	25	12	72614023	68885782	192955171	0.2474	0.1967	0.3035
YGL106W	MLC1	30C.rep1	15	11	322188390	538362830	45516282	0.8368	0.7652	0.8892
YGL106W	MLC1	30C.rep2	8	5	312162000	276528100	98562310	0.9204	0.8571	0.9587
YGL106W	MLC1	30C.rep3	10	8	191601140	129639200	8753551	0.849	0.6853	0.942
YGL106W	MLC1	37C.8min	15	8	386744600	209201850	40697397	0.8828	0.7744	0.9468
YGL106W	MLC1	42C.8min	16	7	181950490	164029900	18737240	0.8679	0.7558	0.9315
YGL106W	MLC1	46C.2min	15	6	337270059	375088900	42632383	0.8348	0.7328	0.9054
YGL106W	MLC1	46C.4min	24	9	673766011	531039827	224437914	0.682	0.6022	0.7542
YGL106W	MLC1	46C.8min	10	7	26149164	64243862	35650644	0.6478	0.5406	0.7365
YGL107C	RMD9	30C.rep1	3	3	25708400	10284900	1312310	0.8384	0.6306	0.9384
YGL107C	RMD9	30C.rep2	3	3	2086950	1760130	543020	0.7494	0.4935	0.9032
YGL107C	RMD9	30C.rep3	1	2	640000	498470	9576.3	0.9398	0.6154	0.9948
YGL107C	RMD9	37C.8min	2	2	2887400	1236250	465070	0.5828	0.1985	0.9242
YGL107C	RMD9	42C.8min	1	2	60700	21011	9563.39999999999	0.629	0.1261	0.9547
YGL107C	RMD9	46C.2min	1	1	5656300	2590800	770650	0.5836	0.1403	0.9387
YGL107C	RMD9	46C.4min	5	4	39907900	20013900	13853800	0.5133	0.3315	0.7004
YGL107C	RMD9	46C.8min	2	2	77221	137204	274484	0.3614	0.1846	0.5961
YGL111W	NSA1	30C.rep1	10	9	96493120	167115060	36084980	0.6718	0.5441	0.7793
YGL111W	NSA1	30C.rep3	3	3	4171360	2069433	318128	0.7254	0.3268	0.9463
YGL111W	NSA1	42C.8min	2	3	4657900	5219400	908540	0.6241	0.2817	0.8829
YGL111W	NSA1	46C.2min	2	1	4860500	5457000	1844220	0.6168	0.2683	0.8868
YGL111W	NSA1	46C.4min	7	7	88897900	76741800	63865700	0.546	0.3982	0.6872
YGL111W	NSA1	46C.8min	1	1	71719	518620	214860	0.6457	0.3341	0.8621
YGL112C	TAF6	30C.rep1	6	6	25921870	34063810	9088550	0.69	0.5258	0.82
YGL112C	TAF6	30C.rep2	4	3	27989200	15619630	5819520	0.7601	0.5601	0.8899
YGL112C	TAF6	30C.rep3	2	3	341920	300440	44743	0.8946	0.5882	0.9866
YGL112C	TAF6	37C.8min	2	2	5259890	1708620	1532380	0.6028	0.2011	0.9189
YGL112C	TAF6	42C.8min	5	3	16792600	8723930	2781830	0.5156	0.247	0.7818
YGL112C	TAF6	46C.2min	2	3	7218200	4134200	904410	0.7034	0.3559	0.9271
YGL112C	TAF6	46C.4min	3	3	24153000	14832900	13352000	0.5129	0.2955	0.7283
YGL112C	TAF6	46C.8min	1	1	25962	27808	60548	0.323	0.106	0.662
YGL113W	SLD3	37C.8min	1	1	80757999.9999999	11005000	10653000	0.3241	0.0416	0.8933
YGL115W	SNF4	30C.rep1	9	9	86379800	132574950	25887780	0.7509	0.6188	0.8479
YGL115W	SNF4	30C.rep2	1	1	10163000	3097600	617030	0.8462	0.4608	0.9722
YGL115W	SNF4	30C.rep3	5	3	6659080	3624420	679869	0.7648	0.4371	0.9439
YGL115W	SNF4	37C.8min	6	5	38750900	10301400	3329240	0.8298	0.5609	0.9547
YGL115W	SNF4	42C.8min	0	1	NA	NA	NA	0.9078	0.2843	1
YGL115W	SNF4	46C.2min	2	3	35879000	33861000	8578499.99999999	0.7279	0.3633	0.9372
YGL115W	SNF4	46C.4min	9	7	195077300	156417600	41685250	0.8259	0.7239	0.8936
YGL115W	SNF4	46C.8min	3	3	2027824	7336387	2152225.6	0.7438	0.5522	0.8658
YGL119W	COQ8	30C.rep1	1	1	6795400	9327200	6172000	0.5001	0.1795	0.8417
YGL119W	COQ8	46C.4min	3	3	19160800	7219800	11451400	0.3278	0.1641	0.5573
YGL120C	PRP43	30C.rep1	24	15	193355790	221943300	102751180	0.5595	0.4691	0.6444
YGL120C	PRP43	30C.rep2	2	2	9569820	24012300	23161500	0.5556	0.2963	0.7883
YGL120C	PRP43	30C.rep3	7	7	5581890	16738360	1615906	0.8577	0.6713	0.949
YGL120C	PRP43	37C.8min	7	5	46206200	25821980	14227292	0.6845	0.4066	0.8784
YGL120C	PRP43	42C.8min	3	3	20256860	11805090	5902140	0.5504	0.2201	0.855
YGL120C	PRP43	46C.2min	4	4	46172800	16622500	9284290	0.3474	0.1515	0.6422
YGL120C	PRP43	46C.4min	20	15	316081632	180901500.7	192485322.3	0.4022	0.3198	0.4951
YGL120C	PRP43	46C.8min	4	4	4055940	3370690	12055710	0.1732	0.0966	0.2922
YGL121C	GPG1	30C.rep2	1	1	1624500	401830	290490	0.5332	0.1642	0.8884
YGL122C	NAB2	30C.rep1	7	4	37884700	52781600	7268140	0.7734	0.6301	0.8722
YGL122C	NAB2	37C.8min	2	2	9152600	3383800	1324710	0.7081	0.2556	0.9533
YGL122C	NAB2	42C.8min	1	1	7732600	3373000	399970	0.8268	0.2843	0.9863
YGL122C	NAB2	46C.2min	1	1	35197999.9999999	15233000	1913300	0.7766	0.2282	0.9792
YGL122C	NAB2	46C.4min	7	5	86217000	55013700	25738660	0.6839	0.5371	0.8069
YGL122C	NAB2	46C.8min	3	3	3322960	8916390	5898550	0.5457	0.3486	0.7304
YGL123W	RPS2	30C.rep1	77	12	7332039990	10897083650	1506632626	0.8005	0.7653	0.8305
YGL123W	RPS2	30C.rep2	49	12	7376837710	6206519060	2015028681	0.805	0.7592	0.8448
YGL123W	RPS2	30C.rep3	57	9	866927059	494405356	27447467.8	0.9307	0.888	0.96
YGL123W	RPS2	37C.8min	71	12	4750777760	1969596070	277504087	0.8766	0.8222	0.9162
YGL123W	RPS2	42C.8min	48	10	2105188770	1271574010	164350812	0.8142	0.7413	0.8708
YGL123W	RPS2	46C.2min	48	12	2919058551	2084626730	161293641	0.8978	0.8576	0.9292
YGL123W	RPS2	46C.4min	79	12	9891970390	9039538870	1779162354	0.8344	0.807	0.8604
YGL123W	RPS2	46C.8min	48	11	1039940193	2721542010	579298426	0.7964	0.7574	0.8287
YGL125W	MET13	30C.rep1	8	7	29532500	57639500	8656241	0.8354	0.7268	0.9035
YGL125W	MET13	30C.rep2	3	3	29537100	13056400	4296550	0.7838	0.5485	0.9132
YGL125W	MET13	30C.rep3	5	4	2708000	2345900	621877	0.8188	0.5269	0.9522
YGL125W	MET13	37C.8min	3	3	14798400	7216630	2305280	0.8003	0.4075	0.9664
YGL125W	MET13	42C.8min	3	3	9558600	2681870	1456710	0.5537	0.202	0.8732
YGL125W	MET13	46C.2min	4	3	40163400	24985900	4519570	0.7412	0.4365	0.9179
YGL125W	MET13	46C.4min	8	7	62024500	29536120	23857630	0.59	0.4343	0.7286
YGL129C	RSM23	30C.rep1	4	4	12178010	19666050	7309670	0.6119	0.4107	0.7952
YGL129C	RSM23	37C.8min	1	1	4944300	938550	725170	0.4453	0.0605	0.9351
YGL129C	RSM23	42C.8min	3	2	16947900	5467600	2130990	0.5643	0.2214	0.8707
YGL129C	RSM23	46C.4min	4	4	28954900	19092000	13832700	0.5533	0.3545	0.7469
YGL129C	RSM23	46C.8min	2	2	1809178	5033147	432400	0.7778	0.5592	0.9034
YGL130W	CEG1	30C.rep1	2	4	436300	2491330	133820.4	0.9392	0.8303	0.9809
YGL130W	CEG1	30C.rep3	1	3	329090	290220	70873	0.786	0.297	0.9828
YGL130W	CEG1	37C.8min	0	2	NA	NA	NA	0.8517	0.2296	1
YGL130W	CEG1	42C.8min	0	1	NA	NA	NA	0.8595	0.191	1
YGL130W	CEG1	46C.4min	6	4	29148700	29869700	18173970	0.6339	0.467	0.7715
YGL133W	ITC1	30C.rep1	2	2	5552900	7055100	2647860	0.6467	0.3707	0.8504
YGL133W	ITC1	30C.rep2	1	1	4009800	4727300	545560	0.9009	0.5965	0.982
YGL133W	ITC1	46C.2min	3	2	4684770	2811680	1760050	0.492	0.2142	0.7953
YGL133W	ITC1	46C.4min	1	1	812670	1493400	502230	0.7147	0.3723	0.9216
YGL137W	SEC27	30C.rep1	35	23	379055450	488080710	87742470	0.7763	0.7208	0.8225
YGL137W	SEC27	30C.rep2	11	7	63021549.9999999	166591800	85747030	0.6885	0.5731	0.7819
YGL137W	SEC27	30C.rep3	9	5	6763917	6933780	1513617	0.8175	0.6319	0.9293
YGL137W	SEC27	37C.8min	17	10	75903400	53126450	43115959	0.7684	0.6288	0.8716
YGL137W	SEC27	42C.8min	11	10	64025170	77944200	24712520	0.7475	0.5829	0.866
YGL137W	SEC27	46C.2min	26	14	440128370	302914100	51729010	0.7749	0.6714	0.8557
YGL137W	SEC27	46C.4min	35	18	829384600	469871800	267116290	0.6281	0.5589	0.6957
YGL137W	SEC27	46C.8min	12	9	30155759	63488729.9999999	43419900	0.5376	0.4336	0.6388
YGL139W	FLC3	30C.rep1	1	1	12657000	11531000	10952000	0.4224	0.1451	0.7809
YGL139W	FLC3	46C.2min	1	1	3039500	579040	735500	0.2222	0.0354	0.7649
YGL139W	FLC3	46C.4min	2	3	8656500	5281184	6322200	0.1563	0.0593	0.3456
YGL140C	YGL140C	30C.rep3	1	1	325520	24526	46696	0.101	0.0091	0.6605
YGL140C	YGL140C	37C.8min	1	1	2353600	14595	163730	0.0035	4e-04	0.035
YGL141W	HUL5	30C.rep1	7	5	12320528	16212300	2131208	0.8454	0.7365	0.9125
YGL141W	HUL5	46C.4min	4	2	12371100	8399320	2552240	0.7795	0.5912	0.8955
YGL146C	RRT6	46C.8min	1	1	50773	3110600	38241	0.9518	0.8438	0.9859
YGL147C	RPL9A	30C.rep1	8	2	276557290	462527020	93737559.9999999	0.7677	0.6467	0.8562
YGL147C	RPL9A	30C.rep2	3	2	229477390	121284090	44058810	0.7605	0.5223	0.8978
YGL147C	RPL9A	30C.rep3	19	2	75514380	30791281	5000982.3	0.7433	0.5649	0.8741
YGL147C	RPL9A	37C.8min	6	2	113161100	43339740	6159765	0.8958	0.6919	0.9735
YGL147C	RPL9A	42C.8min	3	3	64465200	35492170	8692900	0.7403	0.4101	0.9324
YGL147C	RPL9A	46C.2min	4	3	367066970	232383680	42657458	0.7802	0.5098	0.9258
YGL147C	RPL9A	46C.4min	11	2	739245700	733337100	175741410	0.7543	0.647	0.8403
YGL147C	RPL9A	46C.8min	7	2	99712490	241017260	95636589.9999999	0.7167	0.5908	0.8122
YGL148W	ARO2	30C.rep1	24	13	249937820	431395800	25314543	0.8892	0.8484	0.9196
YGL148W	ARO2	30C.rep2	15	9	629094200	517361550	206305016	0.8729	0.8078	0.9187
YGL148W	ARO2	30C.rep3	15	9	42912100	27835230	6058833	0.8795	0.7574	0.948
YGL148W	ARO2	37C.8min	18	11	275084600	162041520	46053510	0.8291	0.7038	0.913
YGL148W	ARO2	42C.8min	9	8	70470320	52284000	8414820	0.728	0.5445	0.8668
YGL148W	ARO2	46C.2min	10	7	351269300	569714600	322641330	0.7513	0.5903	0.8704
YGL148W	ARO2	46C.4min	30	11	996482600	923459990	144599580	0.8498	0.801	0.8862
YGL148W	ARO2	46C.8min	14	10	54999923	106462680	15916931	0.8964	0.8588	0.9252
YGL150C	INO80	30C.rep1	5	3	8895990	17640220	3606300	0.6802	0.4866	0.8312
YGL150C	INO80	30C.rep3	0	1	NA	NA	NA	0.1626	0.0088	0.9948
YGL150C	INO80	46C.4min	3	3	26027500	16002100	16236800	0.4585	0.265	0.6813
YGL150C	INO80	46C.8min	1	1	83259	14996	496330	0.0458	0.0121	0.1505
YGL151W	NUT1	30C.rep1	7	6	23442800	41761770	6292154	0.7883	0.6535	0.8785
YGL151W	NUT1	30C.rep3	1	1	219480	359440	155550	0.7657	0.2268	0.9792
YGL151W	NUT1	46C.4min	4	4	38395100	16958700	8692350	0.632	0.4159	0.8014
YGL151W	NUT1	46C.8min	1	1	430110	480740	445870	0.496	0.1917	0.8208
YGL153W	PEX14	30C.rep1	3	3	7202724	1611990	12885700	0.1109	0.0514	0.2274
YGL153W	PEX14	30C.rep3	1	1	120400	69275	3994.5	0.9107	0.3259	0.9973
YGL153W	PEX14	37C.8min	1	1	8912700	187580	2112700	0.014	0.0017	0.1134
YGL153W	PEX14	42C.8min	2	2	9205000	875960	2165914	0.3166	0.0777	0.7537
YGL153W	PEX14	46C.4min	3	2	26302100	2513640	26451000	0.0541	0.0242	0.1194
YGL157W	ARI1	30C.rep1	12	9	114217160	246831000	12024431.4	0.9537	0.9245	0.9715
YGL157W	ARI1	30C.rep2	3	2	84048000	63524000	6081600	0.9202	0.7944	0.9711
YGL157W	ARI1	30C.rep3	6	6	16669050	11185490	898901	0.9367	0.7835	0.9854
YGL157W	ARI1	37C.8min	5	7	93483910	50291470	7829127	0.9068	0.7097	0.9787
YGL157W	ARI1	42C.8min	7	6	95573340	61183919.9999999	6434072	0.7302	0.4714	0.8966
YGL157W	ARI1	46C.2min	4	2	258969000	185226000	31252200	0.7385	0.4595	0.9174
YGL157W	ARI1	46C.4min	8	7	111436100	76006400	55065210	0.6266	0.4865	0.7574
YGL157W	ARI1	46C.8min	3	3	2054900	1970263	4028850	0.2328	0.1195	0.4037
YGL159W	YGL159W	30C.rep1	2	1	9807400	20524300	812590	0.9365	0.812	0.9788
YGL159W	YGL159W	30C.rep3	1	2	1272700	1076800	6553.3	0.995	0.8584	0.9999
YGL159W	YGL159W	42C.8min	1	1	27433000	7278800	2619000	0.5629	0.0939	0.9586
YGL159W	YGL159W	46C.4min	1	1	4311500	5688900	725500	0.8694	0.5757	0.9715
YGL160W	AIM14	30C.rep1	1	1	2134200	997369.999999999	3227900	0.2039	0.0556	0.5616
YGL160W	AIM14	37C.8min	1	1	650600	1882700	197820	0.945	0.6138	0.9962
YGL160W	AIM14	46C.4min	1	1	2511500	201630	2035900	0.0564	0.0146	0.2187
YGL160W	AIM14	46C.8min	2	2	489260	1393216	682460	0.4324	0.2291	0.683
YGL161C	YIP5	30C.rep1	1	1	423130	476180	1681100	0.2492	0.0722	0.5856
YGL161C	YIP5	46C.2min	1	1	5508900	1375300	1057100	0.321	0.059	0.8443
YGL161C	YIP5	46C.4min	1	1	10227000	3113400	4194300	0.3477	0.1009	0.7365
YGL163C	RAD54	30C.rep1	1	1	10749000	13524000	9531600	0.4864	0.1722	0.8302
YGL163C	RAD54	37C.8min	1	1	1080000	1200400	5029400	0.4982	0.1035	0.9068
YGL163C	RAD54	42C.8min	1	1	5466.9	10789	167100	0.2303	0.0381	0.6911
YGL164C	YRB30	30C.rep1	1	2	2005500	3024900	375380	0.7979	0.4527	0.959
YGL164C	YRB30	37C.8min	0	1	NA	NA	NA	0.9765	0.4892	1
YGL164C	YRB30	42C.8min	0	1	NA	NA	NA	0.788	0.0974	1
YGL164C	YRB30	46C.4min	1	1	541790	543140	13775	0.9768	0.8854	0.9957
YGL164C	YRB30	46C.8min	1	1	133980	744870	35587	0.9235	0.7538	0.9783
YGL167C	PMR1	30C.rep1	8	8	35231900	14788822	58646400	0.1099	0.0699	0.173
YGL167C	PMR1	30C.rep2	1	1	156510	227240	1901400	0.1844	0.0507	0.4819
YGL167C	PMR1	42C.8min	0	1	NA	NA	NA	0.0987	0	0.8584
YGL167C	PMR1	46C.2min	1	1	16718000	3379900	6878900	0.1804	0.0326	0.6746
YGL167C	PMR1	46C.4min	5	5	56720700	35890500	55190200	0.2313	0.1351	0.3791
YGL167C	PMR1	46C.8min	2	2	220088	250042	1056570	0.1902	0.0836	0.3792
YGL169W	SUA5	30C.rep3	2	2	1015780	6586640	18406061	0.7573	0.3662	0.9538
YGL169W	SUA5	42C.8min	1	1	4824500	2759500	415380	0.8006	0.2402	0.9835
YGL169W	SUA5	46C.2min	1	1	5157200	6444500	14399000	0.3551	0.0815	0.8016
YGL169W	SUA5	46C.4min	1	1	1483500	186600000	536539999.999999	0.4638	0.2217	0.7332
YGL169W	SUA5	46C.8min	1	1	5510200	2482800	11282000	0.1851	0.0583	0.47
YGL171W	ROK1	30C.rep1	6	5	12508720	15586700	6223030	0.5685	0.4057	0.7259
YGL171W	ROK1	30C.rep2	1	1	2755400	1721200	402400	0.8133	0.4179	0.9636
YGL171W	ROK1	30C.rep3	2	2	7999733	4937190	447479	0.9127	0.5622	0.9913
YGL171W	ROK1	37C.8min	1	1	3295800	643290	175040	0.6889	0.1347	0.9847
YGL171W	ROK1	46C.4min	5	5	42147700	22652000	27229910	0.3888	0.2328	0.5789
YGL171W	ROK1	46C.8min	2	2	524490	298910	1784910	0.157	0.0693	0.329
YGL172W	NUP49	30C.rep1	1	1	873179.999999999	6384200	21826000	0.3482	0.1306	0.6595
YGL172W	NUP49	30C.rep2	3	1	4588320	1618150	2738630	0.3441	0.1633	0.5917
YGL172W	NUP49	37C.8min	1	1	386260	158370	217620	0.508	0.0855	0.94
YGL172W	NUP49	42C.8min	1	1	1690500	615830	95880	0.7765	0.2031	0.9838
YGL172W	NUP49	46C.2min	1	1	3652300	585090	557280	0.2271	0.0345	0.7754
YGL172W	NUP49	46C.4min	3	2	7992160	1700000	2296570	0.2644	0.1425	0.4567
YGL172W	NUP49	46C.8min	1	1	95415	253260	207550	0.5213	0.2318	0.8075
YGL173C	XRN1	30C.rep1	55	36	377475920	592865330	82821343	0.8233	0.7838	0.8568
YGL173C	XRN1	30C.rep2	3	5	8470899.99999999	18719400	5012490	0.7911	0.6453	0.8911
YGL173C	XRN1	30C.rep3	16	15	6932674	25921490	10706277	0.9158	0.8438	0.9591
YGL173C	XRN1	37C.8min	8	8	32380790	40851610	19695430	0.8733	0.7229	0.9492
YGL173C	XRN1	42C.8min	8	7	8955730	35378400	9714670	0.776	0.6185	0.886
YGL173C	XRN1	46C.2min	21	18	174739130	124772960	29406138	0.616	0.4776	0.7425
YGL173C	XRN1	46C.4min	52	31	697694800	615607420	642476620	0.4924	0.4344	0.553
YGL173C	XRN1	46C.8min	19	14	23318178	15853628	53478482	0.1548	0.1183	0.2015
YGL176C	YGL176C	30C.rep1	1	1	27077000	67045000	2318200	0.9244	0.6931	0.9852
YGL176C	YGL176C	46C.8min	1	1	4576300	27093000	2186700	0.8799	0.6697	0.9655
YGL178W	MPT5	30C.rep1	3	2	1048470	2470600	7068467.1	0.6155	0.391	0.8026
YGL181W	GTS1	30C.rep1	1	1	547680	968850	526260	0.544	0.2093	0.8598
YGL181W	GTS1	30C.rep2	1	1	1416600	908190	448590	0.6561	0.2754	0.9139
YGL181W	GTS1	37C.8min	1	1	753300	219290	80875.0000000001	0.6869	0.1367	0.9798
YGL181W	GTS1	42C.8min	4	3	8011440	5182330	2063979	0.7148	0.4139	0.9091
YGL181W	GTS1	46C.2min	6	4	35368900	20657000	5468730	0.6529	0.4142	0.8442
YGL181W	GTS1	46C.4min	2	2	7763800	9250100	3420200	0.7061	0.4333	0.8809
YGL181W	GTS1	46C.8min	1	1	129660	254220	155440	0.5819	0.2637	0.8495
YGL184C	STR3	46C.2min	1	1	2733200	1363800	1002600	0.4236	0.091	0.861
YGL185C	YGL185C	30C.rep1	3	3	5905500	9468500	778370	0.8784	0.7252	0.9506
YGL185C	YGL185C	30C.rep3	1	1	138810	132690	34619	0.7768	0.1982	0.9876
YGL185C	YGL185C	37C.8min	0	1	NA	NA	NA	0.9076	0.1384	1
YGL185C	YGL185C	42C.8min	0	1	NA	NA	NA	0.398	0.0289	0.9994
YGL185C	YGL185C	46C.2min	1	1	1471800	906309.999999999	147560	0.7274	0.2232	0.9658
YGL185C	YGL185C	46C.4min	1	1	7089600	4490100	2210300	0.6256	0.2291	0.9011
YGL187C	COX4	30C.rep2	1	1	669640	614140	190900	0.7626	0.3689	0.947
YGL187C	COX4	42C.8min	2	2	27672000	12194160	3068510	0.7379	0.3148	0.9531
YGL187C	COX4	46C.2min	3	2	31289000	19550300	12115740	0.4705	0.2025	0.7814
YGL187C	COX4	46C.4min	1	1	2966500	1145000	1097700	0.443	0.1425	0.7962
YGL189C	RPS26A	30C.rep1	30	3	1361030870	2205038670	586317456	0.7299	0.6625	0.7867
YGL189C	RPS26A	30C.rep2	17	5	2229944452	1671621089	859034908	0.6721	0.5609	0.7659
YGL189C	RPS26A	30C.rep3	9	3	31725010	23955950	5543282.7	0.6662	0.4162	0.8643
YGL189C	RPS26A	37C.8min	24	4	1925508700	790807493	191499312	0.8006	0.6693	0.8907
